"trawl","serial","date","week","j.day","station","group","species","taxa.group","n.counted","n.jar","density.l","n.measured","mean.indiv.dry.wt.ug","sd.indiv.dry.wt.ug","mean.indiv.length.mm","sd.indiv.length.mm","biomass.dry.wt.ugL"
39,876,2018-06-12,24,163,525,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
39,876,2018-06-12,24,163,525,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
39,876,2018-06-12,24,163,525,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
39,876,2018-06-12,24,163,525,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
39,876,2018-06-12,24,163,525,"Outer","Nauplii","Immature",24,1200,0.0728219850958007,24,0.0652196265146491,0.0238266673790002,0.140091666666667,0.0204671511296106,0.00474942267000347
40,878,2018-06-12,24,163,139,"Outer","Bosmina","Cladoceran",1,50,0.00468665420452823,1,1.84435549608605,NA,0.4426,NA,0.00864385644037645
40,878,2018-06-12,24,163,139,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
40,878,2018-06-12,24,163,139,"Outer","Calanoid copepodid","Calanoid",0,0,0,0,NA,NA,NA,NA,0
40,878,2018-06-12,24,163,139,"Outer","Cyclopoid copepodid","Cyclopoid",1,50,0.00468665420452823,1,1.61308732470841,NA,0.5409,NA,0.00755998249261584
40,878,2018-06-12,24,163,139,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
40,878,2018-06-12,24,163,139,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
40,878,2018-06-12,24,163,139,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
40,878,2018-06-12,24,163,139,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
40,878,2018-06-12,24,163,139,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
40,878,2018-06-12,24,163,139,"Outer","Leptodiaptomus","Calanoid",1,50,0.00468665420452823,1,14.9811584938246,NA,1.369,NA,0.0702115094437867
40,878,2018-06-12,24,163,139,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
40,878,2018-06-12,24,163,139,"Outer","Nauplii","Immature",7,350,0.0328065794316976,7,0.38552978113901,0.297097444968347,0.272357142857143,0.11246508876303,0.0126479133882219
41,880,2018-06-13,24,164,71,"Inner","Bosmina","Cladoceran",1,50,0.00437994754990044,1,0.518168691484082,NA,0.2915,NA,0.00226955169070082
41,880,2018-06-13,24,164,71,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
41,880,2018-06-13,24,164,71,"Inner","Calanoid copepodid","Calanoid",2,100,0.00875989509980088,2,1.58891848236354,0.450168155949796,0.53485,0.0638517423411452,0.0139187592276394
41,880,2018-06-13,24,164,71,"Inner","Cyclopoid copepodid","Cyclopoid",1,50,0.00437994754990044,1,1.55431812798083,NA,0.5326,NA,0.0068078318764155
41,880,2018-06-13,24,164,71,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
41,880,2018-06-13,24,164,71,"Inner","Diacyclops","Cyclopoid",1,50,0.00437994754990044,1,4.20503007879343,NA,0.8063,NA,0.018417811190869
41,880,2018-06-13,24,164,71,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
41,880,2018-06-13,24,164,71,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
41,880,2018-06-13,24,164,71,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
41,880,2018-06-13,24,164,71,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
41,880,2018-06-13,24,164,71,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
41,880,2018-06-13,24,164,71,"Inner","Nauplii","Immature",17,850,0.0744591083483075,17,0.244815004330606,0.212424978526901,0.226811764705882,0.0841580869729177,0.018228706932744
42,882,2018-06-13,24,164,66,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
42,882,2018-06-13,24,164,66,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
42,882,2018-06-13,24,164,66,"Inner","Calanoid copepodid","Calanoid",9,450,0.0370801936952599,9,1.54844107572923,0.145725808843532,0.531244444444444,0.0209994708928053,0.0574164950137365
42,882,2018-06-13,24,164,66,"Inner","Cyclopoid copepodid","Cyclopoid",4,200,0.0164800860867822,4,1.36883405880157,0.23036884501598,0.5038,0.0358327596853308,0.0225585031275694
42,882,2018-06-13,24,164,66,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
42,882,2018-06-13,24,164,66,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
42,882,2018-06-13,24,164,66,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
42,882,2018-06-13,24,164,66,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
42,882,2018-06-13,24,164,66,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
42,882,2018-06-13,24,164,66,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
42,882,2018-06-13,24,164,66,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
42,882,2018-06-13,24,164,66,"Inner","Nauplii","Immature",202,10100,0.8322443473825,32,0.196450141096256,0.211567034427795,0.202613333333333,0.0827758366097062,0.163494519469853
43,884,2018-06-13,24,164,44,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
43,884,2018-06-13,24,164,44,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
43,884,2018-06-13,24,164,44,"Inner","Calanoid copepodid","Calanoid",6,300,0.0307368125418124,6,1.60430996022941,0.16686011215205,0.539083333333333,0.0233185262541754,0.0493113745065338
43,884,2018-06-13,24,164,44,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
43,884,2018-06-13,24,164,44,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
43,884,2018-06-13,24,164,44,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
43,884,2018-06-13,24,164,44,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
43,884,2018-06-13,24,164,44,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
43,884,2018-06-13,24,164,44,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
43,884,2018-06-13,24,164,44,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
43,884,2018-06-13,24,164,44,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
43,884,2018-06-13,24,164,44,"Inner","Nauplii","Immature",313,15650,1.60343705426454,32,0.192967460025455,0.200328145395962,0.203246666666667,0.0781771407339341,0.309411175672127
44,886,2018-06-13,24,164,45,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
44,886,2018-06-13,24,164,45,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
44,886,2018-06-13,24,164,45,"Inner","Calanoid copepodid","Calanoid",4,333.333333333333,0.0322182115878391,4,1.40430231312269,0.453430289511362,0.506,0.0661095555372545,0.0452441090574786
44,886,2018-06-13,24,164,45,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
44,886,2018-06-13,24,164,45,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
44,886,2018-06-13,24,164,45,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
44,886,2018-06-13,24,164,45,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
44,886,2018-06-13,24,164,45,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
44,886,2018-06-13,24,164,45,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
44,886,2018-06-13,24,164,45,"Inner","Leptodiaptomus","Calanoid",1,83.3333333333333,0.00805455289695977,1,13.0233586312569,NA,1.2914,NA,0.104897330991536
44,886,2018-06-13,24,164,45,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
44,886,2018-06-13,24,164,45,"Inner","Nauplii","Immature",237,19750,1.90892903657947,32,0.162544761491414,0.16827332279453,0.189153333333333,0.0731357817672898,0.310286414954844
45,888,2018-06-13,24,164,87,"Inner","Bosmina","Cladoceran",1,50,0.00500700139719512,1,0.458988495265454,NA,0.2801,NA,0.00229815603709061
45,888,2018-06-13,24,164,87,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
45,888,2018-06-13,24,164,87,"Inner","Calanoid copepodid","Calanoid",3,150,0.0150210041915854,3,1.26617602361743,0.446220523999545,0.483333333333333,0.0773000215610146,0.0190192353580423
45,888,2018-06-13,24,164,87,"Inner","Cyclopoid copepodid","Cyclopoid",1,50,0.00500700139719512,1,1.16907900407948,NA,0.473,NA,0.00585358020685746
45,888,2018-06-13,24,164,87,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
45,888,2018-06-13,24,164,87,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
45,888,2018-06-13,24,164,87,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
45,888,2018-06-13,24,164,87,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
45,888,2018-06-13,24,164,87,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
45,888,2018-06-13,24,164,87,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
45,888,2018-06-13,24,164,87,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
45,888,2018-06-13,24,164,87,"Inner","Nauplii","Immature",62,3100,0.310434086626098,32,0.174802288410612,0.198437074873286,0.192053333333333,0.0803011046144376,0.0542645887429
46,890,2018-06-18,25,169,525,"Outer","Bosmina","Cladoceran",2,100,0.00678309048194571,2,0.819329986841762,0.574238641244216,0.32875,0.0822365186519955,0.00555758943531905
46,890,2018-06-18,25,169,525,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
46,890,2018-06-18,25,169,525,"Outer","Calanoid copepodid","Calanoid",0,0,0,0,NA,NA,NA,NA,0
46,890,2018-06-18,25,169,525,"Outer","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
46,890,2018-06-18,25,169,525,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
46,890,2018-06-18,25,169,525,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
46,890,2018-06-18,25,169,525,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
46,890,2018-06-18,25,169,525,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
46,890,2018-06-18,25,169,525,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
46,890,2018-06-18,25,169,525,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
46,890,2018-06-18,25,169,525,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
46,890,2018-06-18,25,169,525,"Outer","Nauplii","Immature",3,150,0.0101746357229186,3,0.230810425044845,0.210364618657485,0.220766666666667,0.100157692332308,0.0023484119958833
47,892,2018-06-18,25,169,33,"Outer","Bosmina","Cladoceran",2,142.857142857143,0.0124438317228311,2,1.05730127148643,0.613445027716611,0.36125,0.0727612877840957,0.0131568791027124
47,892,2018-06-18,25,169,33,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
47,892,2018-06-18,25,169,33,"Outer","Calanoid copepodid","Calanoid",28,2000,0.174213644119635,28,4.26308449234319,2.3134789300521,0.787589285714286,0.164881516021041,0.742687484601014
47,892,2018-06-18,25,169,33,"Outer","Cyclopoid copepodid","Cyclopoid",1,71.4285714285714,0.00622191586141555,1,0.999496604881796,NA,0.4431,NA,0.00621878377934504
47,892,2018-06-18,25,169,33,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
47,892,2018-06-18,25,169,33,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
47,892,2018-06-18,25,169,33,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
47,892,2018-06-18,25,169,33,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
47,892,2018-06-18,25,169,33,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
47,892,2018-06-18,25,169,33,"Outer","Leptodiaptomus","Calanoid",2,142.857142857143,0.0124438317228311,2,32.2718221890127,35.0234270629741,1.70805,0.963857253435383,0.401585124709201
47,892,2018-06-18,25,169,33,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
47,892,2018-06-18,25,169,33,"Outer","Nauplii","Immature",191,13642.8571428571,1.18838592953037,33,0.467997548123691,0.314886758787117,0.305333333333333,0.0907781051125,0.556161701244907
48,894,2018-06-18,25,169,527,"Outer","Bosmina","Cladoceran",1,50,0.00380958582964314,1,0.353318716419383,NA,0.257,NA,0.00134599797541898
48,894,2018-06-18,25,169,527,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
48,894,2018-06-18,25,169,527,"Outer","Calanoid copepodid","Calanoid",0,0,0,0,NA,NA,NA,NA,0
48,894,2018-06-18,25,169,527,"Outer","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
48,894,2018-06-18,25,169,527,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
48,894,2018-06-18,25,169,527,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
48,894,2018-06-18,25,169,527,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
48,894,2018-06-18,25,169,527,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
48,894,2018-06-18,25,169,527,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
48,894,2018-06-18,25,169,527,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
48,894,2018-06-18,25,169,527,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
48,894,2018-06-18,25,169,527,"Outer","Nauplii","Immature",9,450,0.0342862724667882,9,0.475795312630627,0.370114247685599,0.298822222222222,0.116802994158731,0.0163132477272743
49,896,2018-06-18,25,169,526,"Outer","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
49,896,2018-06-18,25,169,526,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
49,896,2018-06-18,25,169,526,"Outer","Calanoid copepodid","Calanoid",3,150,0.0124760955690503,3,2.2901833686158,0.82069499792075,0.619466666666667,0.0929776496440587,0.0285725465775004
49,896,2018-06-18,25,169,526,"Outer","Cyclopoid copepodid","Cyclopoid",1,50,0.00415869852301678,1,2.29766492127688,NA,0.6268,NA,0.00955529571450165
49,896,2018-06-18,25,169,526,"Outer","Daphnia","Cladoceran",1,50,0.00415869852301678,1,0.745513806619296,NA,0.5366,NA,0.00310036716647628
49,896,2018-06-18,25,169,526,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
49,896,2018-06-18,25,169,526,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
49,896,2018-06-18,25,169,526,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
49,896,2018-06-18,25,169,526,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
49,896,2018-06-18,25,169,526,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
49,896,2018-06-18,25,169,526,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
49,896,2018-06-18,25,169,526,"Outer","Nauplii","Immature",7,350,0.0291108896611175,7,0.607238758276204,0.382061919341027,0.342857142857143,0.101232502309335,0.0176772604901326
50,898,2018-06-18,25,169,139,"Outer","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
50,898,2018-06-18,25,169,139,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
50,898,2018-06-18,25,169,139,"Outer","Calanoid copepodid","Calanoid",1,50,0.00436556011074075,1,13.1058013505946,NA,1.2948,NA,0.057214163595448
50,898,2018-06-18,25,169,139,"Outer","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
50,898,2018-06-18,25,169,139,"Outer","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
50,898,2018-06-18,25,169,139,"Outer","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
50,898,2018-06-18,25,169,139,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
50,898,2018-06-18,25,169,139,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
50,898,2018-06-18,25,169,139,"Outer","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
50,898,2018-06-18,25,169,139,"Outer","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
50,898,2018-06-18,25,169,139,"Outer","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
50,898,2018-06-18,25,169,139,"Outer","Nauplii","Immature",12,600,0.052386721328889,12,0.3748799071504,0.235769021563737,0.280316666666667,0.0800419643724844,0.0196387292276878
51,900,2018-06-20,25,171,87,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
51,900,2018-06-20,25,171,87,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
51,900,2018-06-20,25,171,87,"Inner","Calanoid copepodid","Calanoid",9,450,0.0332646314516873,9,10.8982651382019,18.899692846496,0.878855555555556,0.717165258345507,0.362526773285059
51,900,2018-06-20,25,171,87,"Inner","Cyclopoid copepodid","Cyclopoid",10,500,0.0369607016129858,10,1.11296330638477,0.563680644707505,0.4532,0.0851287391086126,0.0411359046734897
51,900,2018-06-20,25,171,87,"Inner","Daphnia","Cladoceran",1,50,0.00369607016129858,1,0.937702664986886,NA,0.5819,NA,0.00346581484022819
51,900,2018-06-20,25,171,87,"Inner","Diacyclops","Cyclopoid",1,50,0.00369607016129858,1,6.31226488266059,NA,0.955,NA,0.0233305738830147
51,900,2018-06-20,25,171,87,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
51,900,2018-06-20,25,171,87,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
51,900,2018-06-20,25,171,87,"Inner","Holopedium","Cladoceran",4,200,0.0147842806451943,4,0.761415383314873,0.350451492889241,0.468225,0.0829566302353223,0.0112569787144953
51,900,2018-06-20,25,171,87,"Inner","Leptodiaptomus","Calanoid",1,50,0.00369607016129858,1,8.26858253334427,NA,1.0687,NA,0.0305612611777284
51,900,2018-06-20,25,171,87,"Inner","Limnocalanus","Calanoid",1,50,0.00369607016129858,1,71.3725833600473,NA,2.6236,NA,0.263798075691867
51,900,2018-06-20,25,171,87,"Inner","Nauplii","Immature",73,3650,0.269813121774797,31,0.470284489677951,0.282565282453881,0.304803333333333,0.0955293364702005,0.126888926282275
52,902,2018-06-20,25,171,45,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
52,902,2018-06-20,25,171,45,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
52,902,2018-06-20,25,171,45,"Inner","Calanoid copepodid","Calanoid",72,3600,0.106777717027128,72,1.73901906575726,0.587161033560597,0.5516,0.0719360259604735,0.18568848570821
52,902,2018-06-20,25,171,45,"Inner","Cyclopoid copepodid","Cyclopoid",8,400,0.011864190780792,8,1.44574825710016,0.799325369993229,0.5047875,0.0981987552656055,0.0171526331432338
52,902,2018-06-20,25,171,45,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
52,902,2018-06-20,25,171,45,"Inner","Diacyclops","Cyclopoid",1,50,0.001483023847599,1,4.34147823725207,NA,0.8171,NA,0.0064385157596769
52,902,2018-06-20,25,171,45,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
52,902,2018-06-20,25,171,45,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
52,902,2018-06-20,25,171,45,"Inner","Holopedium","Cladoceran",1,50,0.001483023847599,1,4.54384310166045,NA,0.8392,NA,0.00673862767951066
52,902,2018-06-20,25,171,45,"Inner","Leptodiaptomus","Calanoid",2,100,0.002966047695198,2,16.4838214548931,0.624356981063893,1.4245,0.0224859956417321,0.0488918006343412
52,902,2018-06-20,25,171,45,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
52,902,2018-06-20,25,171,45,"Inner","Nauplii","Immature",271,13550,0.401899462699329,32,0.343483857090186,0.217977348929693,0.271666666666667,0.0707669576769454,0.138045977610439
53,904,2018-06-20,25,171,44,"Inner","Bosmina","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
53,904,2018-06-20,25,171,44,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
53,904,2018-06-20,25,171,44,"Inner","Calanoid copepodid","Calanoid",1,50,0.00115464919895601,1,1.96374962929021,NA,0.5871,NA,0.00226744193641009
53,904,2018-06-20,25,171,44,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
53,904,2018-06-20,25,171,44,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
53,904,2018-06-20,25,171,44,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
53,904,2018-06-20,25,171,44,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
53,904,2018-06-20,25,171,44,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
53,904,2018-06-20,25,171,44,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
53,904,2018-06-20,25,171,44,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
53,904,2018-06-20,25,171,44,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
53,904,2018-06-20,25,171,44,"Inner","Nauplii","Immature",5,250,0.00577324599478003,5,0.0901212311269706,0.023724436775612,0.16138,0.0188428235676079,0.000520292036648429
54,906,2018-06-20,25,171,66,"Inner","Bosmina","Cladoceran",2,100,0.00822183702694524,2,2.45401541138088,0.181100420327011,0.48605,0.0118086832458153,0.0201765147739856
54,906,2018-06-20,25,171,66,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
54,906,2018-06-20,25,171,66,"Inner","Calanoid copepodid","Calanoid",1,50,0.00411091851347262,1,0.652219115518029,NA,0.3709,NA,0.0026812196368238
54,906,2018-06-20,25,171,66,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
54,906,2018-06-20,25,171,66,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
54,906,2018-06-20,25,171,66,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
54,906,2018-06-20,25,171,66,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
54,906,2018-06-20,25,171,66,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
54,906,2018-06-20,25,171,66,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
54,906,2018-06-20,25,171,66,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
54,906,2018-06-20,25,171,66,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
54,906,2018-06-20,25,171,66,"Inner","Nauplii","Immature",0,0,0,0,NA,NA,NA,NA,0
55,908,2018-06-20,25,171,71,"Inner","Bosmina","Cladoceran",1,50,0.00350527829539885,1,4.9617445118054,NA,0.6129,NA,0.0173922953445458
55,908,2018-06-20,25,171,71,"Inner","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
55,908,2018-06-20,25,171,71,"Inner","Calanoid copepodid","Calanoid",0,0,0,0,NA,NA,NA,NA,0
55,908,2018-06-20,25,171,71,"Inner","Cyclopoid copepodid","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
55,908,2018-06-20,25,171,71,"Inner","Daphnia","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
55,908,2018-06-20,25,171,71,"Inner","Diacyclops","Cyclopoid",0,0,0,0,NA,NA,NA,NA,0
55,908,2018-06-20,25,171,71,"Inner","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
55,908,2018-06-20,25,171,71,"Inner","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
55,908,2018-06-20,25,171,71,"Inner","Holopedium","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
55,908,2018-06-20,25,171,71,"Inner","Leptodiaptomus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
55,908,2018-06-20,25,171,71,"Inner","Limnocalanus","Calanoid",0,0,0,0,NA,NA,NA,NA,0
55,908,2018-06-20,25,171,71,"Inner","Nauplii","Immature",9,450,0.0315475046585896,9,0.553876459760742,0.534305029152403,0.312077777777778,0.134904677251919,0.0174734201945851
56,910,2018-06-26,26,177,527,"Outer","Bosmina","Cladoceran",3,375,0.0623526045307543,3,1.19032442132284,0.598784466050638,0.376233333333333,0.0623234573281468,0.0742198279060421
56,910,2018-06-26,26,177,527,"Outer","Bythotrephes","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
56,910,2018-06-26,26,177,527,"Outer","Calanoid copepodid","Calanoid",160,20000,3.32547224164023,160,2.10041803241487,0.873904800791499,0.591990625,0.100445637098808,6.98488186263624
56,910,2018-06-26,26,177,527,"Outer","Cyclopoid copepodid","Cyclopoid",82,10250,1.70430452384062,82,1.43791837429117,0.528243072418642,0.50875,0.0705486457683851,2.45065079021799
56,910,2018-06-26,26,177,527,"Outer","Daphnia","Cladoceran",1,125,0.0207842015102514,1,0.857918883517597,NA,0.5639,NA,0.0178311589544797
56,910,2018-06-26,26,177,527,"Outer","Diacyclops","Cyclopoid",2,250,0.0415684030205029,2,5.04403987446231,0.846482969392977,0.8683,0.0609526045382804,0.209672682353136
56,910,2018-06-26,26,177,527,"Outer","Diaphanosoma","Cladoceran",0,0,0,0,NA,NA,NA,NA,0
56,910,2018-06-26,26,177,527,"Outer","Epischura","Calanoid",0,0,0,0,NA,NA,NA,NA,0
56,910,2018-06-26,26,177,527,"Outer","Holopedium","Cladoceran",2,250,0.0415684030205029,2,3.71572952337296,0.0404226284567777,0.7879,0.00268700576850882,0.154456942342748
